"RoomCode","LocationCount","DepartmentCount","FACount","Departments","FAs","Locations"
"OFDR1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","IMAGING SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | IMAGING SERVICE"
"SB816","1","1","1","279 (POLICE SERVICE)","DUTY AREA","279 (POLICE SERVICE) | DUTY AREA"
"CT318","1","1","1","269 (RECREATION THERAPY SERVICE)","RECREATION / CREATIVE ARTS THERAPY AREA","269 (RECREATION THERAPY SERVICE) | RECREATION / CREATIVE ARTS THERAPY AREA"
"SRSE1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY CLINIC","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY CLINIC"
"CI069","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","EMERGENCY IMAGING AREA","256 (EMERGENCY DEPARTMENT (ED)) | EMERGENCY IMAGING AREA"
"SB358","1","1","1","230 (ENGINEERING SERVICE)","SHOP AREA","230 (ENGINEERING SERVICE) | SHOP AREA"
"SC099","2","2","2","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 295 (IMAGING SERVICES)","PATIENT CARE SUPPORT AREA; IMAGING SERVICES SUPPORT AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | PATIENT CARE SUPPORT AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES SUPPORT AREA"
"CAS26","1","1","1","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE)","AUDIOLOGY PATIENT AREA","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY PATIENT AREA"
"SC257","3","2","3","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 286 (SURGICAL / ENDOVASCULAR SERVICES)","SUPPORT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR SUPPORT AREA; AMBULATORY SURGERY CENTER (ASC) SUPPORT AREA","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | SUPPORT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR SUPPORT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) SUPPORT AREA"
"SS291","3","3","3","234 (FISCAL SERVICE); 238 (MEDICAL CENTER DIRECTOR'S SUITE); 290 (VOLUNTARY SERVICE)","SUPPORT AREA; STAFF AND ADMININSTRATIVE AREA; VOLUNTEER AREA","234 (FISCAL SERVICE) | SUPPORT AREA; 238 (MEDICAL CENTER DIRECTOR'S SUITE) | STAFF AND ADMININSTRATIVE AREA; 290 (VOLUNTARY SERVICE) | VOLUNTEER AREA"
"CI227","1","1","1","295 (IMAGING SERVICES)","NUCLEAR MEDICINE (NM) AREA","295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA"
"CT306","1","1","1","269 (RECREATION THERAPY SERVICE)","RECREATION / CREATIVE ARTS THERAPY AREA","269 (RECREATION THERAPY SERVICE) | RECREATION / CREATIVE ARTS THERAPY AREA"
"WTPC1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","LOBBY / RECEPTION AREA","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | LOBBY / RECEPTION AREA"
"RSC37","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA"
"RSC14","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA"
"SS146","2","2","2","400 (LIBRARY SERVICE); 402 (EDUCATIONAL FACILITIES)","HEALTH SCIENCES LIBRARY CIRCULATION AREA; EDUCATION LABORATORY AREA","400 (LIBRARY SERVICE) | HEALTH SCIENCES LIBRARY CIRCULATION AREA; 402 (EDUCATIONAL FACILITIES) | EDUCATION LABORATORY AREA"
"SS111","25","20","12","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)); 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY); 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES); 240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE); 254 (NURSING SERVICE ADMINISTRATION); 256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE); 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 269 (RECREATION THERAPY SERVICE); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 282 (SOCIAL WORK SERVICE); 284 (LOGISTICS SERVICE); 285 (STERILE PROCESSING SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 295 (IMAGING SERVICES); 316 (DIALYSIS CENTER); 402 (EDUCATIONAL FACILITIES)","PATIENT CARE STAFF AREA; EDUCATION AREA; OPHTHALMOLOGY SERVICE EDUCATION AREA; OPTOMETRY SERVICE EDUCATION AREA; PMR SVC EDUCATION AREA; STAFF AND ADMINISTRATIVE AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR EDUCATION AREA; IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA; IMAGING SERVICES ACADEMIC EDUCATION AREA; PATIENT AREA; NURSING EDUCATION AND TRAINING AREA; EDUCATION AUDITORIUM AREA","100 (MEDICAL / SURGICAL PATIENT CARE UNIT (M/S PCU)) | PATIENT CARE STAFF AREA; 102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | EDUCATION AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | EDUCATION AREA; 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY) | EDUCATION AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPHTHALMOLOGY SERVICE EDUCATION AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPTOMETRY SERVICE EDUCATION AREA; 240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | EDUCATION AREA; 254 (NURSING SERVICE ADMINISTRATION) | EDUCATION AREA; 256 (EMERGENCY DEPARTMENT (ED)) | EDUCATION AREA; 257 (URGENT CARE) | EDUCATION AREA; 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | EDUCATION AREA; 269 (RECREATION THERAPY SERVICE) | EDUCATION AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC EDUCATION AREA; 282 (SOCIAL WORK SERVICE) | STAFF AND ADMINISTRATIVE AREA; 284 (LOGISTICS SERVICE) | STAFF AND ADMINISTRATIVE AREA; 285 (STERILE PROCESSING SERVICE) | STAFF AND ADMINISTRATIVE AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR EDUCATION AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | EDUCATION AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA; 295 (IMAGING SERVICES) | IMAGING SERVICES ACADEMIC EDUCATION AREA; 316 (DIALYSIS CENTER) | PATIENT AREA; 316 (DIALYSIS CENTER) | STAFF AND ADMINISTRATIVE AREA; 316 (DIALYSIS CENTER) | EDUCATION AREA; 402 (EDUCATIONAL FACILITIES) | NURSING EDUCATION AND TRAINING AREA; 402 (EDUCATIONAL FACILITIES) | EDUCATION AUDITORIUM AREA"
"CAS46","1","1","1","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE)","AUDIOLOGY PATIENT AREA","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY PATIENT AREA"
"CAS21","1","1","1","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE)","AUDIOLOGY PATIENT AREA","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY PATIENT AREA"
"CUC66","1","1","1","257 (URGENT CARE)","SUPPORT AREA","257 (URGENT CARE) | SUPPORT AREA"
"SC243","30","13","29","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 106 (SMALL HOUSE (SH) MODEL); 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE); 222 (DENTAL SERVICE); 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES); 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 277 (RADIATION THERAPY SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 295 (IMAGING SERVICES); 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER LONG TERM CARE (LTC) STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER OUTPATIENT HOME CARE (OP-HC) AREA; COMMUNITY CENTER STAFF AND ADMINISTRATIVE AREA; PATIENT CARE UNIT (PCU) CLINICAL STAFF AREA; PRC PATIENT CARE UNIT THERAPY AREA; PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; PRC RESIDENT CARE UNIT THERAPY AREA; OUTPATIENT UNIT THERAPY AREA; AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY EDUCATION AREA; DENTAL TREATMENT PATIENT AREA; STAFF AND ADMINISTRATIVE AREA; EDUCATION AREA; OPHTHALMOLOGY SERVICE EDUCATION AREA; OPTOMETRY SERVICE EDUCATION AREA; PMR SVC COMMON CLINICAL STAFF AREA; TREATMENT PLANNING UNIT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE ASSESSMENT UNIT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR ANESTHESIA PROCEDURE PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-PROCEDURE ASSESSMENT UNIT AREA; AMBULATORY SURGERY CENTER (ASC) ANESTHESIA PROCEDURE PATIENT AREA; GENERAL RADIOLOGY AREA; BREAST IMAGING AREA; COMPUTED TOMOGRAPHY (CT) AREA; MAGNETIC RESONANCE IMAGING (MRI) AREA; NUCLEAR MEDICINE (NM) AREA; POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA; RESIDENT CARE UNIT (RCU) SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE (LTC) STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT HOME CARE (OP-HC) AREA; 106 (SMALL HOUSE (SH) MODEL) | COMMUNITY CENTER STAFF AND ADMINISTRATIVE AREA; 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)) | PATIENT CARE UNIT (PCU) CLINICAL STAFF AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT THERAPY AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT STAFF AND ADMINISTRATIVE AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC RESIDENT CARE UNIT THERAPY AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA; 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY EDUCATION AREA; 222 (DENTAL SERVICE) | DENTAL TREATMENT PATIENT AREA; 222 (DENTAL SERVICE) | STAFF AND ADMINISTRATIVE AREA; 222 (DENTAL SERVICE) | EDUCATION AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPHTHALMOLOGY SERVICE EDUCATION AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPTOMETRY SERVICE EDUCATION AREA; 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | STAFF AND ADMINISTRATIVE AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC COMMON CLINICAL STAFF AREA; 277 (RADIATION THERAPY SERVICE) | TREATMENT PLANNING UNIT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE ASSESSMENT UNIT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR ANESTHESIA PROCEDURE PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-PROCEDURE ASSESSMENT UNIT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) ANESTHESIA PROCEDURE PATIENT AREA; 295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA; 295 (IMAGING SERVICES) | BREAST IMAGING AREA; 295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA; 295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA; 295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | RESIDENT CARE UNIT (RCU) SUPPORT AREA"
"ISC91","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER ACUTE CARE HOME ENVIRONMENT (AC-HE) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE HOME ENVIRONMENT (AC-HE) AREA"
"CI033","1","1","1","295 (IMAGING SERVICES)","GENERAL RADIOLOGY AREA","295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA"
"CI016","2","2","2","256 (EMERGENCY DEPARTMENT (ED)); 295 (IMAGING SERVICES)","EMERGENCY IMAGING AREA; GENERAL RADIOLOGY AREA","256 (EMERGENCY DEPARTMENT (ED)) | EMERGENCY IMAGING AREA; 295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA"
"SS216","8","5","8","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 238 (MEDICAL CENTER DIRECTOR'S SUITE); 240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE); 278 (RESEARCH AND DEVELOPMENT (R&D)); 316 (DIALYSIS CENTER)","SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; SCI/D CENTER LONG TERM CARE (LTC) STAFF AND ADMINISTRATIVE AREA; STAFF AND ADMININSTRATIVE AREA; EDUCATION AREA; RR&D SERVICE STAFF AREA; CSR&D SERVICE STAFF AREA; HSR&D SERVICE STAFF AREA; STAFF AND ADMINISTRATIVE AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE (AC) STAFF AND ADMINISTRATIVE AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE (LTC) STAFF AND ADMINISTRATIVE AREA; 238 (MEDICAL CENTER DIRECTOR'S SUITE) | STAFF AND ADMININSTRATIVE AREA; 240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | EDUCATION AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | RR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | CSR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | HSR&D SERVICE STAFF AREA; 316 (DIALYSIS CENTER) | STAFF AND ADMINISTRATIVE AREA"
"SC083","5","1","5","295 (IMAGING SERVICES)","COMPUTED TOMOGRAPHY (CT) AREA; MAGNETIC RESONANCE IMAGING (MRI) AREA; NUCLEAR MEDICINE (NM) AREA; POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA","295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA; 295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA; 295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA"
"SB663","8","6","7","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 106 (SMALL HOUSE (SH) MODEL); 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)); 280 (SERVICE ORGANIZATIONS); 284 (LOGISTICS SERVICE); 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","SCI/D CENTER SUPPORT AREA; HOUSE SUPPORT AREA; NEIGHBORHOOD CENTER SUPPORT AREA; PATIENT CARE UNIT (PCU) SUPPORT AREA; SUPPORT AREA; POSTAL / MAIL SERVICE AREA; RESIDENT CARE UNIT (RCU) SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER SUPPORT AREA; 106 (SMALL HOUSE (SH) MODEL) | HOUSE SUPPORT AREA; 106 (SMALL HOUSE (SH) MODEL) | NEIGHBORHOOD CENTER SUPPORT AREA; 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)) | PATIENT CARE UNIT (PCU) SUPPORT AREA; 280 (SERVICE ORGANIZATIONS) | SUPPORT AREA; 284 (LOGISTICS SERVICE) | POSTAL / MAIL SERVICE AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | RESIDENT CARE UNIT (RCU) SUPPORT AREA; 312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | SUPPORT AREA"
"SB735","2","2","1","256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE)","PATIENT ASSESSMENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT ASSESSMENT AREA; 257 (URGENT CARE) | PATIENT ASSESSMENT AREA"
"CAS16","1","1","1","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE)","AUDIOLOGY PATIENT AREA","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY PATIENT AREA"
"CI256","1","1","1","295 (IMAGING SERVICES)","POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA","295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA"
"CGE11","1","1","1","287 (GASTROINTESTINAL / ENDOSCOPY SERVICE)","PATIENT AREA","287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | PATIENT AREA"
"LBGM1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","PATHOLOGY AND LABORATORY MEDICINE (PLM) SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATHOLOGY AND LABORATORY MEDICINE (PLM) SERVICE"
"SS294","1","1","1","266 (HUMAN RESOURCES MANAGEMENT)","STAFF AND ADMINISTRATIVE AREA","266 (HUMAN RESOURCES MANAGEMENT) | STAFF AND ADMINISTRATIVE AREA"
"OPT32","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA"
"OPT11","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT PATIENT AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT PATIENT AREA"
"SV064","1","1","1","106 (SMALL HOUSE (SH) MODEL)","COMMUNITY CENTER RESIDENT AREA","106 (SMALL HOUSE (SH) MODEL) | COMMUNITY CENTER RESIDENT AREA"
"CS146","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL PATIENT AREA"
"MECH1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","DENTAL CLINIC","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | DENTAL CLINIC"
"SB711","6","5","6","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 111 (POLYTRAUMA REHABILITATION CENTER (PRC)); 246 (HEALTH ADMINISTRATION SERVICE); 256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE)","SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) SUPPORT AREA; SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA; PRC PATIENT CARE UNIT PATIENT AND FAMILY AREA; HEALTH BENEFITS SECTION: CENTRALIZED REGISTRATION UNIT (CRU); PATIENT ASSESSMENT AREA; SECURITY / POLICE AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) SUPPORT AREA; 111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT PATIENT AND FAMILY AREA; 246 (HEALTH ADMINISTRATION SERVICE) | HEALTH BENEFITS SECTION: CENTRALIZED REGISTRATION UNIT (CRU); 256 (EMERGENCY DEPARTMENT (ED)) | PATIENT ASSESSMENT AREA; 257 (URGENT CARE) | SECURITY / POLICE AREA"
"SB113","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","RECEPTION / PUBLIC AREA","256 (EMERGENCY DEPARTMENT (ED)) | RECEPTION / PUBLIC AREA"
"OSC23","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER OUTPATIENT (OP) SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) SUPPORT AREA"
"ISC07","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) PATIENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) PATIENT AREA"
"RSC51","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) SUPPORT AREA"
"CI539","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","EMERGENCY IMAGING AREA","256 (EMERGENCY DEPARTMENT (ED)) | EMERGENCY IMAGING AREA"
"PEHW2","4","1","4","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","PATIENT ALIGNED CARE TEAM (PACT) CLINIC 1; PATIENT ALIGNED CARE TEAM (PACT) CLINIC 2; PATIENT ALIGNED CARE TEAM (PACT) CLINIC 3; MULTI-SPECIALTY CLINIC","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATIENT ALIGNED CARE TEAM (PACT) CLINIC 1; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATIENT ALIGNED CARE TEAM (PACT) CLINIC 2; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATIENT ALIGNED CARE TEAM (PACT) CLINIC 3; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | MULTI-SPECIALTY CLINIC"
"FSCD5","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","CANTEEN SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | CANTEEN SERVICE"
"SC075","1","1","1","106 (SMALL HOUSE (SH) MODEL)","HOUSE RESIDENT AREA","106 (SMALL HOUSE (SH) MODEL) | HOUSE RESIDENT AREA"
"CT066","1","1","1","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","KINESIOTHERAPY (KT) AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | KINESIOTHERAPY (KT) AREA"
"SV021","1","1","1","208 (CHAPLAIN SERVICE)","WORSHIP AREA","208 (CHAPLAIN SERVICE) | WORSHIP AREA"
"OSC19","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER OUTPATIENT (OP) PATIENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) PATIENT AREA"
"CI123","1","1","1","295 (IMAGING SERVICES)","MAGNETIC RESONANCE IMAGING (MRI) AREA","295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA"
"CT038","1","1","1","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","PHYSICAL THERAPY (PT) AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PHYSICAL THERAPY (PT) AREA"
"CT019","1","1","1","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","PMR SVC COMMON PATIENT AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC COMMON PATIENT AREA"
