Chapter	FA Number	Functional Area	VARF Code	Legacy Code
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SS205	OFA09
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SS218	OFA07
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SS219	OFA03
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SV422	OFDC2
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	SV648	SRS01
246	2	Health Benefits Section: Centralized Registration Unit (Cru)	HEALTH BENEFITS SECTION: CENTRALIZED REGISTRATION UNIT (CRU)	EQUIP_FA
246	3	Health Benefits Section: Outpatient Registration	SS205	OFA09
246	4	Health Information Management Section (Hims)	SC195	FILE1
246	4	Health Information Management Section (Hims)	SRE01	SRE01
246	4	Health Information Management Section (Hims)	SRSE1	SRSE1
246	4	Health Information Management Section (Hims)	SS203	OFA04
246	4	Health Information Management Section (Hims)	SS205	OFA09
246	4	Health Information Management Section (Hims)	SS218	OFA07
246	4	Health Information Management Section (Hims)	SS227	MRWK1
246	5	Ward Administration Section (Was)	SS205	OFA09
246	5	Ward Administration Section (Was)	SS218	OFA07
246	5	Ward Administration Section (Was)	SV648	SRS01
246	6	Fee Services (Fs) Section	RECP3	RECP3
246	6	Fee Services (Fs) Section	SS205	OFA09
246	6	Fee Services (Fs) Section	SS218	OFA07
246	6	Fee Services (Fs) Section	SV648	SRS01
246	7	Office Operations Section	COMC1	COMC1
246	7	Office Operations Section	SB653	MRMB1
246	7	Office Operations Section	OFFICE OPERATIONS SECTION	EQUIP_FA
248	1	Reception And Administration Area	RECP1	RECP1
248	1	Reception And Administration Area	SC648	CRA01
248	1	Reception And Administration Area	SS205	OFA09
248	1	Reception And Administration Area	SS218	OFA07
248	1	Reception And Administration Area	MMVSS RECEPTION AND ADMINISTRATION AREA	EQUIP_FA
248	1	Reception And Administration Area	RECEPTION AND ADMINISTRATION AREA	EQUIP_FA
248	2	Photography Service Production Area	SC602	MIPF1
248	2	Photography Service Production Area	SC652	MIDR1
248	2	Photography Service Production Area	SC653	MIST1
248	2	Photography Service Production Area	SC655	MICL1
248	2	Photography Service Production Area	TLTU1	TLTU1
248	2	Photography Service Production Area	MMVSS PHOTOGRAPHY PRODUCTION AREA	EQUIP_FA
248	2	Photography Service Production Area	PHOTOGRAPHY SERVICE PRODUCTION AREA	EQUIP_FA
248	3	Illustration Service Production Area	SC653	MIST1
248	4	Audiovisual Service Production Area	SC675	TEEQ1
248	4	Audiovisual Service Production Area	XXYYC	XXYYC
248	4	Audiovisual Service Production Area	MMVSS AUDIOVISUAL SERVICE PRODUCTION AREA	EQUIP_FA
248	5	Central Copy Center Service Production Area	SRE01	SRE01
248	5	Central Copy Center Service Production Area	XXYYC	XXYYC
248	5	Central Copy Center Service Production Area	AUDIOVISUAL SERVICE PRODUCTION AREA	EQUIP_FA
248	6	Support Area	SC648	CRA01
248	6	Support Area	SRE01	SRE01
248	6	Support Area	CENTRAL COPY CENTER SERVICE PRODUCTION AREA	EQUIP_FA
248	7	MMVSS Reception And Administration Area	RECP3	RECP3
248	7	MMVSS Reception And Administration Area	SC648	CRA01
248	7	MMVSS Reception And Administration Area	SS205	OFA09
248	7	MMVSS Reception And Administration Area	SS218	OFA07
248	7	MMVSS Reception And Administration Area	ILLUSTRATION SERVICE PRODUCTION AREA	EQUIP_FA
248	8	MMVSS Photography Production Area	SC652	MIDR1
248	8	MMVSS Photography Production Area	SC653	MIST1
248	8	MMVSS Photography Production Area	SC655	MICL1
248	8	MMVSS Photography Production Area	TLTU1	TLTU1
248	8	MMVSS Photography Production Area	XXYYC	XXYYC
248	8	MMVSS Photography Production Area	MMVSS CENTRAL COPY CENTER SERVICE PRODUCTION AREA	EQUIP_FA
248	9	MMVSS Illustration Service Production Area	SC653	MIST1
248	9	MMVSS Illustration Service Production Area	MMVSS ILLUSTRATION SERVICE PRODUCTION AREA	EQUIP_FA
248	10	MMVSS Audiovisual Service Production Area	SC675	TEEQ1
248	10	MMVSS Audiovisual Service Production Area	XXYYC	XXYYC
248	10	MMVSS Audiovisual Service Production Area	MMVSS SUPPORT AREA	EQUIP_FA
248	11	MMVSS Central Copy Center Service Production Area	SRE01	SRE01
248	11	MMVSS Central Copy Center Service Production Area	XXYYC	XXYYC
248	11	MMVSS Central Copy Center Service Production Area	SUPPORT AREA	EQUIP_FA
248	12	MMVSS Support Area	SC648	CRA01
248	12	MMVSS Support Area	SRE01	SRE01
248	12	MMVSS Support Area	VAMC WITHOUT MEDICAL MEDIA SERVICE	EQUIP_FA
248	13	Vamc Without Medical Media Service	SRE01	SRE01
248	13	Vamc Without Medical Media Service	XXYYC	XXYYC
254	1	Reception Area	RECP1	RECP1
254	1	Reception Area	SB003	WRC01
254	1	Reception Area	TLTU1	TLTU1
254	2	Staff And Administrative Area	SC648	CRA01
254	2	Staff And Administrative Area	SS205	OFA09
254	2	Staff And Administrative Area	SS207	OFA11
254	2	Staff And Administrative Area	SS218	OFA07
254	2	Staff And Administrative Area	SS222	SEC01
254	2	Staff And Administrative Area	SS262	SL001
254	2	Staff And Administrative Area	SS282	LR001
254	2	Staff And Administrative Area	TLTU1	TLTU1
254	2	Staff And Administrative Area	EDUCATION AREA	EQUIP_FA
254	2	Staff And Administrative Area	RECEPTION AREA	EQUIP_FA
254	2	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
254	3	Education Area	CLR02	CLR02
254	3	Education Area	SS205	OFA09
254	3	Education Area	SS218	OFA07
254	3	Education Area	SS222	SEC01
256	1	Exam / Treatment Room Calculation	BX001	BX001
256	1	Exam / Treatment Room Calculation	RECP1	RECP1
256	1	Exam / Treatment Room Calculation	RECP2	RECP2
256	1	Exam / Treatment Room Calculation	RSH02	LOB02
256	1	Exam / Treatment Room Calculation	SB003	WRC01
256	1	Exam / Treatment Room Calculation	SB121	LOB03
256	1	Exam / Treatment Room Calculation	SB122	LOB04
256	1	Exam / Treatment Room Calculation	SB262	SRLW1
256	1	Exam / Treatment Room Calculation	SS268	RPR03
256	1	Exam / Treatment Room Calculation	SV422	OFDC2
256	1	Exam / Treatment Room Calculation	TLTU1	TLTU1
256	1	Exam / Treatment Room Calculation	RECEPTION / PUBLIC AREA	EQUIP_FA
256	2	Reception / Public Area	BRNP5	BRNP5
256	2	Reception / Public Area	CPR17	OPCR1
256	2	Reception / Public Area	EXRG9	EXRG9
256	2	Reception / Public Area	EXTR1	EXTR1
256	2	Reception / Public Area	IPT04	BRAR1
256	2	Reception / Public Area	NSTA4	NSTA4
256	2	Reception / Public Area	OPMH4	OPMH4
256	2	Reception / Public Area	RSH12	TLTS2
256	2	Reception / Public Area	SHWR1	SHWR1
256	2	Reception / Public Area	SV422	OFDC2
256	2	Reception / Public Area	SV648	SRS01
256	2	Reception / Public Area	TLTB1	TLTB1
256	2	Reception / Public Area	TLTP1	TLTP1
256	2	Reception / Public Area	TLTU1	TLTU1
256	2	Reception / Public Area	TRET3	TRET3
256	2	Reception / Public Area	TRET4	TRET4
256	2	Reception / Public Area	TRET6	TRET6
256	2	Reception / Public Area	TRPR1	TRPR1
256	3	Security / Police Area	NSTA4	NSTA4
256	3	Security / Police Area	TLTU1	TLTU1
256	3	Security / Police Area	TRET4	TRET4
256	4	Patient Assessment Area	SB003	WRC01
256	4	Patient Assessment Area	SB138	DR001
256	4	Patient Assessment Area	TLTU1	TLTU1
256	4	Patient Assessment Area	XCTC1	XCTC1
256	4	Patient Assessment Area	XCTS1	XCTS1
256	4	Patient Assessment Area	XDR01	XDR01
256	4	Patient Assessment Area	XDRC1	XDRC1
256	5	Patient Area	CL851	LBSP1
256	5	Patient Area	CSED1	CSED1
256	5	Patient Area	LCCL3	LCCL3
256	5	Patient Area	MEDP1	MEDP1
256	5	Patient Area	SB261	SRLW2
256	5	Patient Area	SB262	SRLW1
256	5	Patient Area	SB652	NT001
256	5	Patient Area	SB737	UCCL1
256	5	Patient Area	SB743	USCL1
256	5	Patient Area	SC007	RCA01
256	5	Patient Area	SC099	XRM01
256	5	Patient Area	SC251	NSTA1
256	5	Patient Area	SC294	NCWD3
256	5	Patient Area	SRE01	SRE01
256	5	Patient Area	SS287	DUTY1
256	5	Patient Area	SV549	JANC1
256	5	Patient Area	SV648	SRS01
256	5	Patient Area	TLTS1	TLTS1
256	5	Patient Area	EMERGENCY IMAGING AREA	EQUIP_FA
256	5	Patient Area	STAFF WORK AREA	EQUIP_FA
256	5	Patient Area	SUPPORT AREA	EQUIP_FA
256	6	Staff Work Area	SB208	LR004
256	6	Staff Work Area	SS205	OFA09
256	6	Staff Work Area	SS262	SL001
256	6	Staff Work Area	SS282	LR001
256	6	Staff Work Area	TLTU1	TLTU1
256	6	Staff Work Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
256	7	Emergency Imaging Area	BX001	BX001
256	7	Emergency Imaging Area	RECP1	RECP1
256	7	Emergency Imaging Area	RECP2	RECP2
256	7	Emergency Imaging Area	RSH02	LOB02
256	7	Emergency Imaging Area	SB003	WRC01
256	7	Emergency Imaging Area	SB121	LOB03
256	7	Emergency Imaging Area	SB122	LOB04
256	7	Emergency Imaging Area	SB262	SRLW1
256	7	Emergency Imaging Area	SS268	RPR03
256	7	Emergency Imaging Area	SV422	OFDC2
256	7	Emergency Imaging Area	TLTU1	TLTU1
256	7	Emergency Imaging Area	AMBULANCE / EMS AREA	EQUIP_FA
256	8	Ambulance / EMS Area	BRNP5	BRNP5
256	8	Ambulance / EMS Area	EXB01	EXB01
256	8	Ambulance / EMS Area	EXRG9	EXRG9
256	8	Ambulance / EMS Area	EXTR1	EXTR1
256	8	Ambulance / EMS Area	IPT04	BRAR1
256	8	Ambulance / EMS Area	NSTA4	NSTA4
256	8	Ambulance / EMS Area	OPMH4	OPMH4
256	8	Ambulance / EMS Area	RSH12	TLTS2
256	8	Ambulance / EMS Area	RSH81	EXRG0
256	8	Ambulance / EMS Area	SHWR1	SHWR1
256	8	Ambulance / EMS Area	SV422	OFDC2
256	8	Ambulance / EMS Area	SV648	SRS01
256	8	Ambulance / EMS Area	TLTB1	TLTB1
256	8	Ambulance / EMS Area	TLTP1	TLTP1
256	8	Ambulance / EMS Area	TLTU1	TLTU1
256	8	Ambulance / EMS Area	TRPR1	TRPR1
256	8	Ambulance / EMS Area	EDUCATION AREA	EQUIP_FA
256	9	Support Area	SB003	WRC01
256	9	Support Area	SB138	DR001
256	9	Support Area	TLTU1	TLTU1
256	9	Support Area	XDR01	XDR01
256	9	Support Area	XDRC1	XDRC1
256	9	Support Area	PATIENT AREA	EQUIP_FA
256	10	Staff And Administrative Area	CL851	LBSP1
256	10	Staff And Administrative Area	LCCL3	LCCL3
256	10	Staff And Administrative Area	MEDP1	MEDP1
256	10	Staff And Administrative Area	SB262	SRLW1
256	10	Staff And Administrative Area	SB737	UCCL1
256	10	Staff And Administrative Area	SB743	USCL1
256	10	Staff And Administrative Area	SC007	RCA01
256	10	Staff And Administrative Area	SC099	XRM01
256	10	Staff And Administrative Area	SC251	NSTA1
256	10	Staff And Administrative Area	SC294	NCWD3
256	10	Staff And Administrative Area	SRE01	SRE01
256	10	Staff And Administrative Area	SV549	JANC1
256	10	Staff And Administrative Area	SV648	SRS01
256	10	Staff And Administrative Area	PATIENT ASSESSMENT AREA	EQUIP_FA
256	11	Education Area	SB208	LR004
256	11	Education Area	SS205	OFA09
256	11	Education Area	SS262	SL001
256	11	Education Area	SS282	LR001
256	11	Education Area	TLTU1	TLTU1
256	11	Education Area	SECURITY / POLICE AREA	EQUIP_FA
257	1	Security / Police Area	EDUCATION AREA	EQUIP_FA
257	2	Reception / Public Area	PATIENT AREA	EQUIP_FA
257	3	Patient Assessment Area	PATIENT ASSESSMENT AREA	EQUIP_FA
257	4	Patient Area	RECEPTION / PUBLIC AREA	EQUIP_FA
257	5	Staff Work Area	SECURITY / POLICE AREA	EQUIP_FA
257	6	Support Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
257	7	Staff And Administrative Area	STAFF WORK AREA	EQUIP_FA
257	8	Education Area	SUPPORT AREA	EQUIP_FA
258	1	Reception Area	CWV11	LAC01
258	1	Reception Area	RECP1	RECP1
258	1	Reception Area	RECP4	RECP4
258	1	Reception Area	SB003	WRC01
258	1	Reception Area	SB086	WRF01
258	1	Reception Area	SC170	CLSC1
258	1	Reception Area	SS272	RPR01
258	1	Reception Area	SV381	NCWD4
258	1	Reception Area	SV422	OFDC2
258	1	Reception Area	TLTF3	TLTF3
258	1	Reception Area	TLTU1	TLTU1
258	1	Reception Area	IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA	EQUIP_FA
258	1	Reception Area	RECEPTION AREA	EQUIP_FA
258	2	Patient Area	CWV26	EXW01
258	2	Patient Area	CWV31	EXW02
258	2	Patient Area	CWV36	TROB1
258	2	Patient Area	CWV41	TROB2
258	2	Patient Area	CWV46	TRAT1
258	2	Patient Area	CWV51	CLSC4
258	2	Patient Area	OPT17	WRTM2
258	2	Patient Area	SB202	TLTF1
258	2	Patient Area	TLTU1	TLTU1
258	2	Patient Area	PATIENT AREA	EQUIP_FA
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	CRT21	XDUS1
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	CRT82	XVC01
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	SB003	WRC01
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	SB138	DR001
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	SRE01	SRE01
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	TLTU1	TLTU1
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	XDBD1	XDBD1
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	XDM01	XDM01
258	3	Imaging Women Health Center (WHC) (Model 3 Only) Patient Area	XDM02	XDM02
258	4	Support Area	CL851	LBSP1
258	4	Support Area	LCCL3	LCCL3
258	4	Support Area	MEDP1	MEDP1
258	4	Support Area	SB262	SRLW1
258	4	Support Area	SB737	UCCL1
258	4	Support Area	SB743	USCL1
258	4	Support Area	SRE01	SRE01
258	4	Support Area	SV549	JANC1
258	4	Support Area	SUPPORT AREA	EQUIP_FA
258	5	Staff And Administrative Area	SB208	LR004
258	5	Staff And Administrative Area	SC648	CRA01
258	5	Staff And Administrative Area	SS203	OFA04
258	5	Staff And Administrative Area	SS205	OFA09
258	5	Staff And Administrative Area	SS218	OFA07
258	5	Staff And Administrative Area	SS262	SL001
258	5	Staff And Administrative Area	TLTU1	TLTU1
258	5	Staff And Administrative Area	WRTM1	WRTM1
258	5	Staff And Administrative Area	EDUCATION AREA	EQUIP_FA
258	5	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
258	6	Education Area	RPT52	CLR01
258	6	Education Area	SS205	OFA09
258	6	Education Area	SS218	OFA07
263	1	Lobby / Reception Area	AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY CLINIC	EQUIP_FA
263	2	Patient Aligned Care Team (PACT) Clinic 1	CANTEEN SERVICE	EQUIP_FA
263	3	Patient Aligned Care Team (PACT) Clinic 2	CLINIC MANAGEMENT	EQUIP_FA
263	4	Patient Aligned Care Team (PACT) Clinic 3	DENTAL CLINIC	EQUIP_FA
263	5	Audiology And Speech-Language Pathology Clinic	ENGINEERING SERVICE	EQUIP_FA
263	6	Dental Clinic	EYE CLINIC	EQUIP_FA
263	7	Eye Clinic	FISCAL SERVICE	EQUIP_FA
263	8	Mental Health Clinic	HOME BASED PRIMARY CARE	EQUIP_FA
263	9	Multi-Specialty Clinic	IMAGING SERVICE	EQUIP_FA
263	10	Physical Medicine And Rehabilitation (PM&R) Clinic	LOBBY / RECEPTION AREA	EQUIP_FA
263	11	Prosthetics And Sensory Aids Clinic	LOGISTICS SERVICE	EQUIP_FA
263	12	Home Based Primary Care	MENTAL HEALTH CLINIC	EQUIP_FA
263	13	Imaging Service	MULTI-SPECIALTY CLINIC	EQUIP_FA
263	14	Pathology And Laboratory Medicine (Plm) Service	PATHOLOGY AND LABORATORY MEDICINE (PLM) SERVICE	EQUIP_FA
263	15	Pharmacy Service	PATIENT ALIGNED CARE TEAM (PACT) CLINIC 1	EQUIP_FA
263	16	Clinic Management	PATIENT ALIGNED CARE TEAM (PACT) CLINIC 2	EQUIP_FA
263	17	Fiscal Service	PATIENT ALIGNED CARE TEAM (PACT) CLINIC 3	EQUIP_FA
263	18	Engineering Service	PHARMACY SERVICE	EQUIP_FA
263	19	Logistics Service	PHYSICAL MEDICINE AND REHABILITATION (PM&R) CLINIC	EQUIP_FA
263	20	Police Service	POLICE SERVICE	EQUIP_FA
263	21	Canteen Service	PROSTHETICS AND SENSORY AIDS CLINIC	EQUIP_FA
263	22	Staff Support Area	STAFF SUPPORT AREA	EQUIP_FA
263	23	Support Area	SUPPORT AREA	EQUIP_FA
266	1	Reception Area	SB003	WRC01
266	1	Reception Area	TLTU1	TLTU1
266	1	Reception Area	RECEPTION AREA	EQUIP_FA
266	2	Staff And Administrative Area	OPT16	CRA02
266	2	Staff And Administrative Area	SS205	OFA09
266	2	Staff And Administrative Area	SS218	OFA07
266	2	Staff And Administrative Area	TLTU1	TLTU1
266	2	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
266	2	Staff And Administrative Area	SUPPORT AREA	EQUIP_FA
266	3	Support Area	SS212	WRCH1
266	3	Support Area	SS218	OFA07
266	3	Support Area	SS254	MRS02
266	3	Support Area	SV648	SRS01
268	1	Outpatient Pharmacy Public Area	PHIV2	PHIV2
268	1	Outpatient Pharmacy Public Area	PHOD2	PHOD2
268	1	Outpatient Pharmacy Public Area	XXYYC	XXYYC
268	2	Outpatient Pharmacy Work Area	IPT18	RCA02
268	2	Outpatient Pharmacy Work Area	PHBS2	PHBS2
268	2	Outpatient Pharmacy Work Area	PHOD2	PHOD2
268	2	Outpatient Pharmacy Work Area	SFR01	SFR01
268	2	Outpatient Pharmacy Work Area	SRF01	SRF01
268	3	Outpatient Pharmacy Support Area	SC571	OFA10
268	3	Outpatient Pharmacy Support Area	SS218	OFA07
268	3	Outpatient Pharmacy Support Area	XXYYC	XXYYC
268	3	Outpatient Pharmacy Support Area	INPATIENT PHARMACY SUPPORT AREA	EQUIP_FA
268	3	Outpatient Pharmacy Support Area	MEDICATION CONSULTATION SERVICES	EQUIP_FA
268	3	Outpatient Pharmacy Support Area	OUTPATIENT PHARMACY SUPPORT AREA	EQUIP_FA
268	3	Outpatient Pharmacy Support Area	PHARMACY EDUCATION AREA	EQUIP_FA
268	4	Outpatient Pharmacy Staff And Administrative Area	PHBS2	PHBS2
268	4	Outpatient Pharmacy Staff And Administrative Area	PHOD2	PHOD2
268	5	Inpatient Pharmacy Work Area	SC399	CMP02
268	5	Inpatient Pharmacy Work Area	SC648	CRA01
268	5	Inpatient Pharmacy Work Area	SS205	OFA09
268	5	Inpatient Pharmacy Work Area	SS218	OFA07
268	5	Inpatient Pharmacy Work Area	SS222	SEC01
268	5	Inpatient Pharmacy Work Area	SS262	SL001
268	5	Inpatient Pharmacy Work Area	SS282	LR001
268	5	Inpatient Pharmacy Work Area	TLTU1	TLTU1
268	5	Inpatient Pharmacy Work Area	INPATIENT PHARMACY STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
268	5	Inpatient Pharmacy Work Area	OUTPATIENT PHARMACY STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
268	5	Inpatient Pharmacy Work Area	PHARMACY SERVICE STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
268	6	Inpatient Pharmacy Sterile Preparation Area	PHBS2	PHBS2
268	6	Inpatient Pharmacy Sterile Preparation Area	PHOD2	PHOD2
268	7	Inpatient Pharmacy Support Area	SB003	WRC01
268	7	Inpatient Pharmacy Support Area	TLTU1	TLTU1
268	7	Inpatient Pharmacy Support Area	OUTPATIENT PHARMACY PUBLIC AREA	EQUIP_FA
268	8	Inpatient Pharmacy Staff And Administrative Area	PHOD1	PHOD1
268	8	Inpatient Pharmacy Staff And Administrative Area	PHOD2	PHOD2
268	8	Inpatient Pharmacy Staff And Administrative Area	SS218	OFA07
268	8	Inpatient Pharmacy Staff And Administrative Area	SV422	OFDC2
268	8	Inpatient Pharmacy Staff And Administrative Area	OUTPATIENT PHARMACY WORK AREA	EQUIP_FA
268	9	Pharmacy Service Staff And Administrative Area	PHMP2	PHMP2
268	9	Pharmacy Service Staff And Administrative Area	SB287	SRHM1
268	9	Pharmacy Service Staff And Administrative Area	SRCS1	SRCS1
268	9	Pharmacy Service Staff And Administrative Area	SRF01	SRF01
268	9	Pharmacy Service Staff And Administrative Area	SV549	JANC1
268	9	Pharmacy Service Staff And Administrative Area	TLTU1	TLTU1
268	9	Pharmacy Service Staff And Administrative Area	INPATIENT PHARMACY STERILE PREPARATION AREA	EQUIP_FA
268	10	Pharmacy Education Area	XXYYC	XXYYC
268	10	Pharmacy Education Area	ALL-HAZARD EMERGENCY CACHE	EQUIP_FA
268	11	All-Hazard Emergency Cache	INPATIENT PHARMACY WORK AREA	EQUIP_FA
268	12	Investigational Drug Services (Ids)	INVESTIGATIONAL DRUG SERVICES (IDS)	EQUIP_FA
268	13	Medication Consultation Services		
269	1	Reception Area	RECP1	RECP1
269	1	Reception Area	RECP4	RECP4
269	1	Reception Area	SB003	WRC01
269	1	Reception Area	SB086	WRF01
269	1	Reception Area	SB262	SRLW1
269	1	Reception Area	SC171	CLSC3
269	1	Reception Area	SV381	NCWD4
269	1	Reception Area	SV648	SRS01
269	1	Reception Area	TLTF3	TLTF3
269	1	Reception Area	TLTU1	TLTU1
269	1	Reception Area	RECEPTION AREA	EQUIP_FA
269	2	Recreation / Creative Arts Therapy Area	CT302	EXRA1
269	2	Recreation / Creative Arts Therapy Area	CT306	CMR01
269	2	Recreation / Creative Arts Therapy Area	RTAT1	RTAT1
269	2	Recreation / Creative Arts Therapy Area	RTAT2	RTAT2
269	2	Recreation / Creative Arts Therapy Area	RTAT3	RTAT3
269	2	Recreation / Creative Arts Therapy Area	RTCA1	RTCA1
269	2	Recreation / Creative Arts Therapy Area	RTCA2	RTCA2
269	2	Recreation / Creative Arts Therapy Area	RTCA3	RTCA3
269	2	Recreation / Creative Arts Therapy Area	RTGR1	RTGR1
269	2	Recreation / Creative Arts Therapy Area	RTGR2	RTGR2
269	2	Recreation / Creative Arts Therapy Area	RTGR3	RTGR3
269	2	Recreation / Creative Arts Therapy Area	SB737	UCCL1
269	2	Recreation / Creative Arts Therapy Area	SB743	USCL1
269	2	Recreation / Creative Arts Therapy Area	SC164	IPK01
269	2	Recreation / Creative Arts Therapy Area	SS218	OFA07
269	2	Recreation / Creative Arts Therapy Area	SV422	OFDC2
269	2	Recreation / Creative Arts Therapy Area	SV549	JANC1
269	2	Recreation / Creative Arts Therapy Area	SV648	SRS01
269	2	Recreation / Creative Arts Therapy Area	TLTB1	TLTB1
269	2	Recreation / Creative Arts Therapy Area	TLTU1	TLTU1
269	2	Recreation / Creative Arts Therapy Area	AQUATIC THERAPY AREA	EQUIP_FA
269	2	Recreation / Creative Arts Therapy Area	RECREATION / CREATIVE ARTS THERAPY AREA	EQUIP_FA
269	3	Self-Directed Therapy Area	CT341	RTGY1
269	3	Self-Directed Therapy Area	CT361	RTWE1
269	3	Self-Directed Therapy Area	RSH12	TLTS2
269	3	Self-Directed Therapy Area	RTEW1	RTEW1
269	3	Self-Directed Therapy Area	RTEW2	RTEW2
269	3	Self-Directed Therapy Area	RTEW3	RTEW3
269	3	Self-Directed Therapy Area	RTGM1	RTGM1
269	3	Self-Directed Therapy Area	RTGY2	RTGY2
269	3	Self-Directed Therapy Area	RTGY3	RTGY3
269	3	Self-Directed Therapy Area	RTGY4	RTGY4
269	3	Self-Directed Therapy Area	SB003	WRC01
269	3	Self-Directed Therapy Area	SRE01	SRE01
269	3	Self-Directed Therapy Area	SS241	LR002
269	3	Self-Directed Therapy Area	SELF-DIRECTED THERAPY AREA	EQUIP_FA
269	4	Aquatic Therapy Area	CHC01	CHC01
269	4	Aquatic Therapy Area	CT302	EXRA1
269	4	Aquatic Therapy Area	CT371	RTTP1
269	4	Aquatic Therapy Area	CT377	RTTP2
269	4	Aquatic Therapy Area	CT386	RTTP3
269	4	Aquatic Therapy Area	RSH12	TLTS2
269	4	Aquatic Therapy Area	RSH41	LAUN1
269	4	Aquatic Therapy Area	SB003	WRC01
269	4	Aquatic Therapy Area	SB208	LR004
269	4	Aquatic Therapy Area	SB287	SRHM1
269	4	Aquatic Therapy Area	SB737	UCCL1
269	4	Aquatic Therapy Area	SB743	USCL1
269	4	Aquatic Therapy Area	SRE01	SRE01
269	4	Aquatic Therapy Area	SS218	OFA07
269	4	Aquatic Therapy Area	SS241	LR002
269	4	Aquatic Therapy Area	SV549	JANC1
269	4	Aquatic Therapy Area	TLTS1	TLTS1
269	5	Staff And Administrative Area	SB202	TLTF1
269	5	Staff And Administrative Area	SB203	TLTM1
269	5	Staff And Administrative Area	SB208	LR004
269	5	Staff And Administrative Area	SC648	CRA01
269	5	Staff And Administrative Area	SS205	OFA09
269	5	Staff And Administrative Area	SS218	OFA07
269	5	Staff And Administrative Area	SS262	SL001
269	5	Staff And Administrative Area	STAFF AND ADMINISTRATIVE AREA	EQUIP_FA
269	6	Education Area	RPT52	CLR01
269	6	Education Area	SS205	OFA09
269	6	Education Area	SS218	OFA07
269	6	Education Area	EDUCATION AREA	EQUIP_FA
270	1	PMR Svc Range Calculation	SC133	SC133
270	1	PMR Svc Range Calculation	SC134	SC134
270	1	PMR Svc Range Calculation	SC135	SC135
270	1	PMR Svc Range Calculation	SC136	SC136
270	1	PMR Svc Range Calculation	SC137	SC137
270	1	PMR Svc Range Calculation	SC138	SC138
270	1	PMR Svc Range Calculation	SC139	SC139
270	2	PMR Svc Reception Area	SB003	SB003
270	2	PMR Svc Reception Area	SB051	SB051
270	2	PMR Svc Reception Area	SC165	SC165
270	2	PMR Svc Reception Area	SC183	SC183
270	2	PMR Svc Reception Area	SS218	SS218
270	2	PMR Svc Reception Area	SB202	SB202
270	2	PMR Svc Reception Area	SB247	SB247
270	2	PMR Svc Reception Area	SB191	SB191
270	2	PMR Svc Reception Area	SB148	SB148
270	2	PMR Svc Reception Area	SB173	SB173
270	2	PMR Svc Reception Area	PMR SVC RECEPTION AREA	
270	2	PMR Svc Reception Area	PMR SVC RECEPTION AREA	
270	3	PMR Svc Common Patient Area	SC186	SC186
270	3	PMR Svc Common Patient Area	CT009	CT009
270	3	PMR Svc Common Patient Area	SB701	SB701
270	3	PMR Svc Common Patient Area	SB702	SB702
270	3	PMR Svc Common Patient Area	SB703	SB703
270	3	PMR Svc Common Patient Area	SB704	SB704
270	3	PMR Svc Common Patient Area	SB705	SB705
270	3	PMR Svc Common Patient Area	SB706	SB706
270	3	PMR Svc Common Patient Area	SB708	SB708
270	3	PMR Svc Common Patient Area	SB709	SB709
270	3	PMR Svc Common Patient Area	SB710	SB710
270	3	PMR Svc Common Patient Area	SB711	SB711
270	3	PMR Svc Common Patient Area	SB041	SB041
270	3	PMR Svc Common Patient Area	SB019	SB019
270	3	PMR Svc Common Patient Area	SB017	SB017
270	3	PMR Svc Common Patient Area	SB018	SB018
270	3	PMR Svc Common Patient Area	SB013	SB013
270	3	PMR Svc Common Patient Area	SB707	SB707
270	3	PMR Svc Common Patient Area	SB025	SB025
270	3	PMR Svc Common Patient Area	SB712	SB712
270	3	PMR Svc Common Patient Area	SB024	SB024
270	3	PMR Svc Common Patient Area	PMR SVC COMMON PATIENT AREA	
270	3	PMR Svc Common Patient Area	PMR SVC COMMON PATIENT AREA	
