Chapter	FA Number	FA Name	Room ID	Room Code	Room Name	Floor	Base	Wall	Wain	Ceiling	Door	Hardware
261	2	Patient Area	2755	SRS01	Storage, Social Activities	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:11 s:U	hw:5 SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -249 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
261	2	Patient Area	2756	IPK01	Kitchen	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:19 s:V	hw:4N
261	2	Patient Area	2757	OPMH3	Biofeedback Laboratory Treatment Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:SC		m:AT	m:Wood t:19 s:U	hw:1R
261	2	Patient Area	2758	CMP02	Biofeedback Laboratory Control Room / Office	m:LVT m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3B
261	2	Patient Area	2759	OTGC1	Education Therapy Room	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:SS	hw:12G
261	2	Patient Area	2760	OTGC1	Occupational Therapy Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:SS	hw:12G
261	2	Patient Area	2761	SRE01	Storage, Occupational Therapy	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 s:U	hw:5
261	2	Patient Area	2762	OTGC1	Compensated Work Therapy Room	m:LVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 s:SS	hw:12G
261	2	Patient Area	2763	TLTU1	Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:U	hw:2H
261	3	Staff and Administrative Area	2764	OFA09	Office, Day Treatment Center Chief	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -250 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
261	3	Staff and Administrative Area	2765	OFDC1	Office, Counselor	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3G
261	3	Staff and Administrative Area	2766	OFA07	Workstation, Clerk	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
261	3	Staff and Administrative Area	2767	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:SH-4
261	3	Staff and Administrative Area	2768	LR001	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4
261	3	Staff and Administrative Area	2769	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:U	hw:2G [71]
261	4	Education Area	2770	SL002	Team Room	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64]f:P		m:AT	m:Wood t:20 s:S	hw:SH-4
261	4	Education Area	2771	CRA02	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64]f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -251 25 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	1	Reception Area	2772	WRC01	Waiting, General	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
262	1	Reception Area	2773	TLTM1	Toilet, Male	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
262	1	Reception Area	2774	TLTF1	Toilet, Female	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64]f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
262	1	Reception Area	2775	CLSC1	Patient Education Kiosk / Alcove	m:CPT [6] m:LVT	m:PRB [8]	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	1	Reception Area	2776	CRA01	Patient Education Conference Room	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [42, 64]f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4E
262	1	Reception Area	2777	RECP3	Escort / Messenger Service	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4G
262	2	(MAS) Reception / Central Control and Processing Unit Area	2778	RECP1	Reception	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S m:N/A t:OPEN s:N/A	hw:3E
262	2	(MAS) Reception / Central Control and Processing Unit Area	2779	OFA09	Office, Interview [2]	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	2	(MAS) Reception / Central Control and Processing Unit Area	2780	OFA07	Workstation, Reception Area Supervisor	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	2	(MAS) Reception / Central Control and Processing Unit Area	2781	OFA07	Workstation, Bed Control	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	2	(MAS) Reception / Central Control and Processing Unit Area	2782	OFA04	Office, Health Benefits Advisor	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	2	(MAS) Reception / Central Control and Processing Unit Area	2783	SRLW1	Storage, Wheelchair and Stretcher	m:VT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:S	hw:4D
262	2	(MAS) Reception / Central Control and Processing Unit Area	2784	BX001	Vending Machine Area	m:LVT	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	3	Examination / Treatment Module: General Patient Area	2785	CALC1	Number of Examination / Treatment Modules							
262	3	Examination / Treatment Module: General Patient Area	2786	RECP1	MAS: Reception / Treatment Module Control	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 s:S m:N/A t:OPEN s:N/A	hw:3E
262	3	Examination / Treatment Module: General Patient Area	2787	WRC01	Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -253 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	3	Examination / Treatment Module: General Patient Area	2788	TLTM1	Toilet, Male Public / Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
262	3	Examination / Treatment Module: General Patient Area	2789	TLTF1	Toilet, Female Public / Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
262	3	Examination / Treatment Module: General Patient Area	2790	OFDC2	Consult Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:3G
262	3	Examination / Treatment Module: General Patient Area	2791	LBVP1	Blood Draw	"m:WSF m:WSF h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 dg:T s:V	hw:4K
262	3	Examination / Treatment Module: General Patient Area	2792	TLTU1	Toilet, Specimen Blood Draw Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
262	3	Examination / Treatment Module: General Patient Area	2793	EXRG3	Exam Room, Admit / Screen / Employee Health	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	3	Examination / Treatment Module: General Patient Area	2794	EXRG3	Exam Room, Medicine / Oncology / Gastroenterology	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	3	Examination / Treatment Module: General Patient Area	2795	EXRG3	Exam Room, Surgery / Urology / Orthopedics	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	3	Examination / Treatment Module: General Patient Area	2796	EXRG3	Exam Room, C & P	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -254 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	3	Examination / Treatment Module: General Patient Area	2797	EXRG3	Exam Room, Dermatology	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	3	Examination / Treatment Module: General Patient Area	2798	EXRG3	Exam Room, Podiatry	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	3	Examination / Treatment Module: General Patient Area	2799	EXRG8	Exam Room, Women's Health / GYN	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	3	Examination / Treatment Module: General Patient Area	2800	TLTU1	Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2C [71]
262	3	Examination / Treatment Module: General Patient Area	2801	EXRG6	Exam Room, Isolation	"m:WSF m:WSF h:4"""		m:GWB [18, 64] f:SC m:GWB f:SC			m:Wood t:3 [12] s:X	hw:1Q
262	3	Examination / Treatment Module: General Patient Area	2802	TLTU1	Toilet, Isolation Exam Room	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 18, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 [12] s:S	hw:2 [48]
262	3	Examination / Treatment Module: General Patient Area	2803	WRC01	Sub-Waiting, General Procedure	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
262	3	Examination / Treatment Module: General Patient Area	2804	TRGM1	Procedure Room, General	"m:WSF m:WSF h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:19 s:S	hw:4P
262	3	Examination / Treatment Module: General Patient Area	2805	TLTU1	Toilet, General Procedure	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2C [71] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -255 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	3	Examination / Treatment Module: General Patient Area	2806	EXRG4	Nurse Triage	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 s:S	hw:3G
262	3	Examination / Treatment Module: General Patient Area	2807	NSTA4	Nurse Station Communication Center	m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:1 (S) m:N/A t:OPEN (N/A)	hw:3E
262	3	Examination / Treatment Module: General Patient Area	2808	MEDP1	Nurse Station Medication Room	m:VT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 ds:YES s:S	hw:SH3D
262	3	Examination / Treatment Module: General Patient Area	2809	EXRG4	Nurse Station Intake / Exit Interview Room	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
262	3	Examination / Treatment Module: General Patient Area	2810	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
262	3	Examination / Treatment Module: General Patient Area	2811	SRE01	Clean Linen, Stretcher and Medical Equipment Storage Room	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:4F
262	3	Examination / Treatment Module: General Patient Area	2812	UCCL1	Utility Room, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
262	3	Examination / Treatment Module: General Patient Area	2813	USCL1	Utility Room, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
262	3	Examination / Treatment Module: General Patient Area	2814	WRC01	Waiting, Immunization Observation Area	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:V	hw:4M
262	3	Examination / Treatment Module: General Patient Area	2815	OPIR1	Immunization Room	"m:WSF m:WSF h:4"""		m:GWB f:SC		m:AT f:SP	m:Wood t:1 s:V	hw:4M SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -256 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	3	Examination / Treatment Module: General Patient Area	2816	OPEC1	EKG Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 s:V	hw:4M
262	3	Examination / Treatment Module: General Patient Area	2817	PEHS1	Audio Booth, Single Occupancy	m:PREFAB [63] m:PRE-FAB					m:PRE-FAB t:PRE-FAB	hw:N/A
262	3	Examination / Treatment Module: General Patient Area	2818	PEHS4	Audio Booth Suite	m:PREFAB [63] m:PRE-FAB					m:PRE-FAB t:PRE-FAB	hw:N/A
262	3	Examination / Treatment Module: General Patient Area	2819	CRA01	Conference Room, Multipurpose	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:V	hw:4E
262	4	Examination / Treatment Module Support Area	2820	OFA01	Office, Agent Orange / POW Clerk	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	4	Examination / Treatment Module Support Area	2821	OFA09	Office, Scheduled Clinics Supervisor	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	4	Examination / Treatment Module Support Area	2822	OFA04	Office, Health Benefits Advisor	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	4	Examination / Treatment Module Support Area	2823	OFA07	Workstation, Scheduler	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	4	Examination / Treatment Module Support Area	2824	OFA07	Workstation, Compensation and Pension Clerk	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S m:N/A t:OPEN dg:N/A s:N/A	hw:3E
262	4	Examination / Treatment Module Support Area	2825	OFA07	Workstation, Prescription Receiving	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	4	Examination / Treatment Module Support Area	2826	JANC1	Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D AIDS Clinic (AIDS)
262	5	Examination / Treatment Module Specialty Patient Area	2849	OPRT1	AIDS: Aerosolized Pentamidine Procedure Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC m:GWB f:SC			m:Wood t:19 s:S	hw:4P Dermatology Clinic (DE)
262	5	Examination / Treatment Module Specialty Patient Area	2833	TRGS1	DE: Procedure / Treatment Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC		m:AT f:SP	m:Wood t:19 s:S	hw:1A
262	5	Examination / Treatment Module Specialty Patient Area	2834	LBDE1	DE: Laboratory	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC		m:AT f:SP	m:Wood t:1 s:S	hw:4G
262	5	Examination / Treatment Module Specialty Patient Area	2835	MEDP1	DE: Medication Preparation	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:1 ds:YES s:S	hw:SH3D
262	5	Examination / Treatment Module Specialty Patient Area	2836	OPDU1	DE: Phototherapy Treatment Room	"m:WSF m:WSF h:4"""		m:GWB [7, 44, 64] f:SC		m:AT f:SP	m:Wood t:19 s:S	hw:1R
262	5	Examination / Treatment Module Specialty Patient Area	2837	SHWR1	DE: Phototherapy Shower Room	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"" m:CT [7, 44] m:S [7, 44] m:PT [7] h:4'-0"" m:CT h:4'0"" m:S [7, 44]"		m:GWB f:SC			m:Wood t:1 s:S	hw:2C [71] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -258 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr Gastroenterology Clinic (GE)
262	5	Examination / Treatment Module Specialty Patient Area	2829	TRPE1	GE: Screening Proctoscopic / Sigmoidoscopy Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC		m:AT f:SP	m:Wood t:19 s:X	hw:4E
262	5	Examination / Treatment Module Specialty Patient Area	2830	USCL2	GE: Scope Wash Room	"m:WSF m:WSF [7] h:4"""		"m:GWB [7, 64] f:SC m:S [7] h:5'-0"""		m:AT f:SP	m:Wood t:1 s:S	hw:4G
262	5	Examination / Treatment Module Specialty Patient Area	2831	TREE1	GE: Gastric (Esophageal) Mobility Procedure Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC		m:AT f:SP	m:Wood t:19 s:X	hw:4P
262	5	Examination / Treatment Module Specialty Patient Area	2832	TLTU1	GE: Toilet, Gastroenterology Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2C [71] Genito-Urinary (GU) or Urology Clinic
262	5	Examination / Treatment Module Specialty Patient Area	2827	TLTU1	GU: Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2C [71]
262	5	Examination / Treatment Module Specialty Patient Area	2828	LBSP1	GU: Urine Testing Alcove	"m:WSF m:WSF h:4"""		m:GWB f:SC			m:AT f:SP t:OPEN	hw:N/A Moh's Chemosurgery Clinic (MOH)
262	5	Examination / Treatment Module Specialty Patient Area	2838	RECP1	MOH: Reception / Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 s:S m:N/A t:OPEN s:N/A	hw:3E
262	5	Examination / Treatment Module Specialty Patient Area	2839	EXRG3	MOH: Exam Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	5	Examination / Treatment Module Specialty Patient Area	2840	TRGS1	MOH: Procedure Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC		m:AT	m:Wood t:19 s:S	hw:4P
262	5	Examination / Treatment Module Specialty Patient Area	2841	UCCL1	MOH: Clean Utility Room	"m:WSF m:WSF h:4"""		"m:GWB f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F s:V	hw:SH3C
262	5	Examination / Treatment Module Specialty Patient Area	2842	LBDE1	MOH: Laboratory	"m:WSF m:WSF h:4"""		m:GWB [64] f:SP		m:AT f:SP	m:Wood t:1 dg:T s:S	hw:4G Nutrition Clinic (NUT)
262	5	Examination / Treatment Module Specialty Patient Area	2854	OFA07	NUT: Dietitian Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P			m:AT t:OPEN	hw:N/A
262	5	Examination / Treatment Module Specialty Patient Area	2855	CRA01	NUT: Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4E Oncology Clinic (ONC)
262	5	Examination / Treatment Module Specialty Patient Area	2844	OPCT1	ONC: Chemotherapy Treatment Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC m:GWB f:SC			m:Wood t:19 s:V	hw:4E
262	5	Examination / Treatment Module Specialty Patient Area	2845	TLTU1	ONC: Chemotherapy Patient Toilet	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2C [71] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -260 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr Oncology Clinic (ONC)
262	5	Examination / Treatment Module Specialty Patient Area	2846	OPCT2	ONC: Chemotherapy Agent Preparation Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC m:GWB f:SC			m:Steel t:2 ds:YES s:U m:Steel t:36 ds:YES s:U	hw:4G
262	5	Examination / Treatment Module Specialty Patient Area	2847	OFA04	ONC: Data Coordinator Tumor Registry Office	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	5	Examination / Treatment Module Specialty Patient Area	2848	OFDC2	ONC: Family Counseling Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4J Orthopedic Clinic (ORTH)
262	5	Examination / Treatment Module Specialty Patient Area	2843	OPCR1	ORTH: Cast Room	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC		m:AT f:SP	m:Wood t:19 s:X	hw:4P Prosthetics Clinic (PRO)
262	5	Examination / Treatment Module Specialty Patient Area	2850	WRC01	PRO: Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
262	5	Examination / Treatment Module Specialty Patient Area	2851	SRCS1	PRO: Appliance Storage	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:F s:V	hw:5D
262	5	Examination / Treatment Module Specialty Patient Area	2852	MRPA1	PRO: Mailing Area	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4G
262	5	Examination / Treatment Module Specialty Patient Area	2853	OFA07	PRO: Prosthetic Clerk Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -261 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	6	Employee Health Unit Area	2856	OFA07	Workstation, Employee Health Nurse	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	6	Employee Health Unit Area	2857	EXRG0	Exam Room	m:LVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:19 s:S	hw:1L
262	6	Employee Health Unit Area	2858	OFA07	Workstation, Employee Health Clerk	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	6	Employee Health Unit Area	2859	FILE1	Storage, Employee Health Records	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:5D
262	7	Disposition Area	2860	WRC01	Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
262	7	Disposition Area	2861	OFA09	MAS: Disposition Supervisor Office	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	7	Disposition Area	2862	OFA07	MAS: Coding Clerk Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	7	Disposition Area	2863	CASH1	MAS: Patient Funds / Travel Clerk Workroom	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	7	Disposition Area	2864	SRPB2	MAS: Patient Belongings Room	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	7	Disposition Area	2865	OFA07	MAS: Billing Clerk Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -262 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
262	7	Disposition Area	2866	OFA07	MAS: Clerk Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	7	Disposition Area	2867	OFA09	MAS: Details Clerk Office	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
262	7	Disposition Area	2868	LBBV1	MAS: Grieving Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4J
262	7	Disposition Area	2869	TLTU1	Toilet, Grieving Room	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2G [71]
262	7	Disposition Area	2870	OFA07	MAS: Patient Services Assistant Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
262	7	Disposition Area	2871	CASH1	MAS: Agent Cashier	m:CPT [6]	"m:RB h:4"""	m:GWB [64, 65] f:P		m:AT	m:Steel t:36 s:S	hw:SH3H
262	8	Hospital Based Home Care (HBHC) Area	2872	OFA07	Workstation, HBHC Coordinator	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
